stockID
7U4SLB7M
industrySector
communication
noShares
315652759
dailyPrice
2024-12-31;402.03
2025-01-02;391.95
2025-01-03;410.29
2025-01-06;400.54
2025-01-07;395.97
2025-01-08;401.48
2025-01-09;396.58
2025-01-10;399.61
2025-01-13;376.59
2025-01-14;376.17
2025-01-15;378.32
2025-01-16;392.14
2025-01-17;409.20
2025-01-21;404.41
2025-01-22;388.77
2025-01-23;388.12
2025-01-24;381.52
2025-01-27;372.49
2025-01-28;368.28
2025-01-29;368.67
2025-01-30;359.70
2025-01-31;368.24
2025-02-03;375.58
2025-02-04;360.73
2025-02-05;371.27
2025-02-06;353.47
2025-02-07;352.69
2025-02-10;364.51
2025-02-11;369.07
2025-02-12;356.59
2025-02-13;349.34
2025-02-14;332.90
2025-02-18;320.69
2025-02-19;343.33
2025-02-20;350.80
2025-02-21;352.12
2025-02-24;335.53
2025-02-25;337.85
2025-02-26;344.66
2025-02-27;331.22
2025-02-28;329.62
2025-03-03;321.32
2025-03-04;305.76
2025-03-05;309.76
2025-03-06;307.22
2025-03-07;295.68
2025-03-10;295.93
2025-03-11;281.26
2025-03-12;254.97
2025-03-13;252.60
2025-03-14;250.69
2025-03-17;259.11
2025-03-18;266.17
2025-03-19;266.42
2025-03-20;267.25
2025-03-21;265.91
2025-03-24;254.23
2025-03-25;256.52
2025-03-26;268.60
2025-03-27;262.98
2025-03-28;260.99
2025-03-31;259.37
2025-04-01;250.99
2025-04-02;251.69
2025-04-03;247.16
2025-04-04;245.99
2025-04-07;243.40
2025-04-08;244.56
2025-04-09;241.24
2025-04-10;247.00
2025-04-11;245.52
2025-04-14;237.60
2025-04-15;225.94
2025-04-16;225.27
2025-04-17;235.55
2025-04-21;239.39
2025-04-22;232.77
2025-04-23;231.67
2025-04-24;230.08
2025-04-25;221.05
2025-04-28;221.79
2025-04-29;232.56
2025-04-30;222.54
2025-05-01;219.18
2025-05-02;220.43
2025-05-05;219.06
2025-05-06;218.26
2025-05-07;223.77
2025-05-08;218.38
2025-05-09;218.70
2025-05-12;218.71
2025-05-13;221.49
2025-05-14;216.64
2025-05-15;213.38
2025-05-16;206.97
2025-05-19;204.40
2025-05-20;212.13
2025-05-21;220.92
2025-05-22;213.61
2025-05-23;203.01
2025-05-27;204.79
2025-05-28;198.66
2025-05-29;201.59
2025-05-30;196.82
2025-06-02;201.78
2025-06-03;203.74
2025-06-04;201.90
2025-06-05;203.81
2025-06-06;191.69
2025-06-09;192.03
2025-06-10;188.74
2025-06-11;197.61
2025-06-12;203.63
2025-06-13;203.53
2025-06-16;211.04
2025-06-17;202.48
2025-06-18;198.63
2025-06-20;210.20
2025-06-23;207.71
2025-06-24;209.39
2025-06-25;209.02
2025-06-26;212.46
2025-06-27;219.16
2025-06-30;218.83
2025-07-01;214.41
2025-07-02;216.40
2025-07-03;204.28
2025-07-07;201.21
2025-07-08;201.74
2025-07-09;193.16
2025-07-10;189.46
2025-07-11;191.12
2025-07-14;192.70
2025-07-15;190.87
2025-07-16;179.74
2025-07-17;185.24
2025-07-18;182.19
2025-07-21;185.17
2025-07-22;189.23
2025-07-23;191.91
2025-07-24;195.53
2025-07-25;198.36
2025-07-28;191.30
2025-07-29;189.45
2025-07-30;183.13
2025-07-31;182.85
2025-08-01;188.98
2025-08-04;185.57
2025-08-05;178.77
2025-08-06;179.28
2025-08-07;171.54
2025-08-08;173.50
2025-08-11;169.75
2025-08-12;177.79
2025-08-13;177.41
2025-08-14;172.15
2025-08-15;172.46
2025-08-18;175.90
2025-08-19;172.25
2025-08-20;171.46
2025-08-21;174.98
2025-08-22;178.60
2025-08-25;181.70
2025-08-26;177.59
2025-08-27;177.71
2025-08-28;176.35
2025-08-29;173.68
2025-09-02;177.16
2025-09-03;180.63
2025-09-04;184.55
2025-09-05;184.43
2025-09-08;185.18
2025-09-09;183.12
2025-09-10;178.01
2025-09-11;175.38
2025-09-12;177.45
2025-09-15;172.19
2025-09-16;168.38
2025-09-17;168.21
2025-09-18;163.53
2025-09-19;162.56
2025-09-22;165.42
2025-09-23;168.00
2025-09-24;174.13
2025-09-25;172.48
2025-09-26;180.64
2025-09-29;183.88
2025-09-30;185.18
2025-10-01;187.65
2025-10-02;188.49
2025-10-03;193.51
2025-10-06;193.66
2025-10-07;196.67
2025-10-08;183.31
2025-10-09;176.95
2025-10-10;179.41
2025-10-13;178.73
2025-10-14;190.66
2025-10-15;189.20
2025-10-16;188.41
2025-10-17;182.43
2025-10-20;174.45
2025-10-21;174.84
2025-10-22;179.33
2025-10-23;182.82
2025-10-24;181.03
2025-10-27;176.12
2025-10-28;188.22
2025-10-29;189.38
2025-10-30;190.38
2025-10-31;189.67
2025-11-03;192.95
2025-11-04;186.70
2025-11-05;187.44
2025-11-06;193.60
2025-11-07;192.76
2025-11-10;195.98
2025-11-11;198.80
2025-11-12;190.43
2025-11-13;185.83
2025-11-14;178.85
2025-11-17;178.81
2025-11-18;184.65
2025-11-19;197.16
2025-11-20;192.27
2025-11-21;188.43
2025-11-24;186.60
2025-11-25;182.80
2025-11-26;183.94
2025-11-28;184.97
2025-12-01;189.51
2025-12-02;182.57
2025-12-03;176.58
2025-12-04;175.14
2025-12-05;173.95
2025-12-08;171.76
2025-12-09;167.85
2025-12-10;165.03
2025-12-11;171.31
2025-12-12;174.87
2025-12-15;172.74
2025-12-16;175.06
2025-12-17;168.40
2025-12-18;179.97
2025-12-19;176.45
2025-12-22;169.34
2025-12-23;182.67
2025-12-24;194.67
2025-12-26;201.85
2025-12-29;198.16
2025-12-30;203.42
2025-12-31;208.38
