stockID
JT3FOEPK
industrySector
marketing
noShares
990145022
dailyPrice
2024-12-31;466.31
2025-01-02;467.34
2025-01-03;458.22
2025-01-06;468.88
2025-01-07;469.52
2025-01-08;473.22
2025-01-09;470.89
2025-01-10;478.06
2025-01-13;475.81
2025-01-14;482.44
2025-01-15;473.73
2025-01-16;485.83
2025-01-17;486.72
2025-01-21;482.32
2025-01-22;474.56
2025-01-23;471.80
2025-01-24;467.24
2025-01-27;461.31
2025-01-28;461.58
2025-01-29;463.27
2025-01-30;473.96
2025-01-31;473.86
2025-02-03;486.45
2025-02-04;488.71
2025-02-05;484.27
2025-02-06;484.09
2025-02-07;482.51
2025-02-10;476.89
2025-02-11;475.58
2025-02-12;471.83
2025-02-13;468.15
2025-02-14;464.25
2025-02-18;458.80
2025-02-19;457.71
2025-02-20;461.84
2025-02-21;463.06
2025-02-24;463.40
2025-02-25;469.16
2025-02-26;469.96
2025-02-27;469.25
2025-02-28;473.79
2025-03-03;480.21
2025-03-04;488.06
2025-03-05;492.46
2025-03-06;482.33
2025-03-07;475.67
2025-03-10;471.30
2025-03-11;477.60
2025-03-12;473.48
2025-03-13;477.97
2025-03-14;484.68
2025-03-17;484.47
2025-03-18;483.01
2025-03-19;493.84
2025-03-20;482.69
2025-03-21;476.39
2025-03-24;476.23
2025-03-25;476.54
2025-03-26;478.58
2025-03-27;482.70
2025-03-28;484.12
2025-03-31;492.75
2025-04-01;488.12
2025-04-02;482.98
2025-04-03;483.35
2025-04-04;475.46
2025-04-07;477.24
2025-04-08;473.68
2025-04-09;471.07
2025-04-10;474.84
2025-04-11;466.67
2025-04-14;462.56
2025-04-15;465.59
2025-04-16;472.01
2025-04-17;477.21
2025-04-21;471.52
2025-04-22;469.61
2025-04-23;462.59
2025-04-24;462.88
2025-04-25;457.61
2025-04-28;470.10
2025-04-29;483.05
2025-04-30;482.14
2025-05-01;480.11
2025-05-02;487.78
2025-05-05;482.14
2025-05-06;482.28
2025-05-07;480.85
2025-05-08;480.11
2025-05-09;477.41
2025-05-12;470.09
2025-05-13;469.29
2025-05-14;465.42
2025-05-15;467.97
2025-05-16;471.18
2025-05-19;463.32
2025-05-20;467.27
2025-05-21;464.65
2025-05-22;465.33
2025-05-23;463.43
2025-05-27;459.63
2025-05-28;461.66
2025-05-29;458.46
2025-05-30;456.92
2025-06-02;456.94
2025-06-03;457.81
2025-06-04;461.63
2025-06-05;465.64
2025-06-06;465.03
2025-06-09;463.74
2025-06-10;456.67
2025-06-11;453.87
2025-06-12;453.57
2025-06-13;449.75
2025-06-16;448.00
2025-06-17;445.33
2025-06-18;446.37
2025-06-20;452.13
2025-06-23;451.92
2025-06-24;457.99
2025-06-25;465.04
2025-06-26;462.29
2025-06-27;459.97
2025-06-30;459.59
2025-07-01;462.92
2025-07-02;458.95
2025-07-03;461.47
2025-07-07;449.94
2025-07-08;453.91
2025-07-09;449.17
2025-07-10;443.34
2025-07-11;452.72
2025-07-14;451.97
2025-07-15;454.46
2025-07-16;458.32
2025-07-17;467.04
2025-07-18;469.79
2025-07-21;462.03
2025-07-22;452.63
2025-07-23;448.24
2025-07-24;452.75
2025-07-25;446.91
2025-07-28;443.11
2025-07-29;441.92
2025-07-30;442.89
2025-07-31;444.26
2025-08-01;445.72
2025-08-04;445.88
2025-08-05;448.22
2025-08-06;440.36
2025-08-07;434.84
2025-08-08;435.06
2025-08-11;434.02
2025-08-12;435.51
2025-08-13;435.08
2025-08-14;445.25
2025-08-15;444.38
2025-08-18;439.58
2025-08-19;446.12
2025-08-20;434.84
2025-08-21;442.34
2025-08-22;445.78
2025-08-25;445.10
2025-08-26;450.86
2025-08-27;447.70
2025-08-28;451.93
